"","Code","Sequences","G.C..","CV_N","CV_NN","CV_NNN","Length","Random.Walk","G.A","G.C","G.T","Median","Max","Min","AM","Sp.Median","Sp.Max","Sp.Min","Sp.AM","X.G.C...G.C.","CG.O.E","CG.GC","CG..TG.CA.","TG.CA.O.E","CpG.methylation"
"95","r95","(NT_002835.3 2136861-2139459)",0.725663716814159,0.452841968814777,0.698072369462064,38.1247150347957,2599,50.9803883861235,832.152029379248,68.0073525436772,829.504068706116,829.504068706116,832.152029379248,68.0073525436772,576.554483543013,16.2710425511764,16.3229833220681,1.33399047548622,11.3093387829102,0.0212089077412513,0.771937640701627,0.840764331210191,2.01526717557252,1.01110535310984,"Resistiant CGI"
"96","r96","(NT_002835.3 2371534-2374424)",0.708405396056728,0.432728047892812,0.693169668699525,43.2123633883797,2891,53.7680202350803,857.552913819316,237.716217368525,879.282093528579,857.552913819316,879.282093528579,237.716217368525,658.18374157214,15.949125708367,16.3532540287749,4.42114506595559,12.2411749343658,-0.1083984375,0.906702500832324,0.920679886685552,2.57936507936508,0.853284797205893,"Resistiant CGI"
"97","r97","(NT_002835.3 2827157-2828726)",0.782802547770701,0.565922043519379,0.894125168858291,29.4310635213884,1570,39.6232255123179,628.222890382068,21.0237960416286,627.950635002466,627.950635002466,628.222890382068,21.0237960416286,425.732440475387,15.8480443447808,15.8549154507063,0.53059274629454,10.7445175139272,0.015459723352319,0.694506251324433,0.847715736040609,2.42028985507246,1.03353527643944,"Resistiant CGI"
"98","r98","(NT_002835.3 2957438-2959877)",0.643852459016393,0.303904980270241,0.480941450459871,24.9435103972456,2440,49.3963561409139,497.547987635364,168.908259123111,523.239906734951,497.547987635364,523.239906734951,168.908259123111,396.565384497808,10.0725645878817,10.5926822869747,3.41944775524056,8.02823154336565,0.0897517504774029,0.717600156852493,0.728744939271255,1.21621621621622,1.06833441068098,"Resistiant CGI"
"99","r99","(NT_002835.3 3014936-3016783)",0.555735930735931,0.136989219880431,0.280719627116821,12.850363260916,1848,42.9883705204094,155.26107045876,104.048065815757,170.751281107932,155.26107045876,170.751281107932,104.048065815757,143.353472460816,3.61169936378601,3.97203427440604,2.42037705910156,3.33470356576454,-0.0983446932814021,0.919994485547539,0.855263157894737,1.36125654450262,0.839758184815891,"Resistiant CGI"
"100","r100","(NT_002835.3 3052859-3055543)",0.667039106145251,0.346901534475926,0.531787020480377,30.4242423321333,2685,51.8169856321265,653.581670489618,177.417586501451,639.466183625061,639.466183625061,653.581670489618,177.417586501451,490.155146872044,12.3408603534937,12.6132707743694,3.4239271994906,9.45935277578455,0.0943606923506421,0.891869448149173,0.846153846153846,1.84615384615385,0.953759594604665,"Resistiant CGI"
"101","r101","(NT_002835.3 3187879-3189962)",0.678502879078695,0.381513838409169,0.597855635488401,27.1079835738016,2084,45.6508488420533,546.260011349907,198.25236442474,542.623257887091,542.623257887091,546.260011349907,198.25236442474,429.045211220579,11.8863782744655,11.9660428054668,4.34279689104294,9.39840599032509,-0.14002828854314,0.790991902834008,0.805194805194805,1.71428571428571,0.952700766832392,"Resistiant CGI"
"102","r102","(NT_002835.3 3364581-3366420)",0.576086956521739,0.161952874192949,0.307504438895913,13.829846291174,1840,42.8952211790544,205.153600992037,72.1110255092798,203.744938587441,203.744938587441,205.153600992037,72.1110255092798,160.336521696253,4.7498283721854,4.78266798382224,1.68109695036358,3.73786443545707,-0.0679245283018868,0.750203859744496,0.721518987341772,0.982758620689655,1.03224808001083,"Resistiant CGI"
"103","r103","(NT_002835.3 3396443-3398312)",0.580748663101604,0.164480017367244,0.30142726227998,13.0034550697113,1870,43.2434966208793,214.112120161377,41.2310562561766,216.933169432431,214.112120161377,216.933169432431,41.2310562561766,157.425448616662,4.95131376721274,5.01655014936256,0.953462589245592,3.64044216860696,0.0349907918968692,0.717550460460189,0.680722891566265,0.91869918699187,1.08136189258312,"Resistiant CGI"
"1","s1","(NT_002836.4  740746-742525)",0.557865168539326,0.134915704019255,0.325571488542446,14.8812683746212,1780,42.190046219458,150.950322954275,87.2811548961172,165.130251619744,150.950322954275,165.130251619744,87.2811548961172,134.453909823379,3.57786578779943,3.91396233037513,2.0687617748061,3.18686329766022,0.027190332326284,0.787642593269192,0.579787234042553,0.935622317596567,1.06445941610523,"Sensitive CGI"
"2","s2","(NT_002836.4 798428-799837)",0.594326241134752,0.190562506041502,0.344582860149765,10.6917023901715,1410,37.5499667110372,188.281703837627,26.8328157299975,189.805163259591,188.281703837627,189.805163259591,26.8328157299975,134.973227609072,5.01416433432643,5.05473585956072,0.714589601010497,3.59449659829922,0.0286396181384248,0.659115137073374,0.56551724137931,0.766355140186916,1.25974850119403,"Sensitive CGI"
"3","s3","(NT_002836.4 1099894-1101335)",0.643550624133148,0.337060437254666,0.54310936692268,16.5387801847657,1442,37.973675092095,329.539072038507,180.055546984812,308.577380894971,308.577380894971,329.539072038507,180.055546984812,272.723999972763,8.12608682584971,8.67809268497972,4.74158865445959,7.18192272176301,0.189655172413793,0.764242213999383,0.743243243243243,1.20879120879121,1.08519682434668,"Sensitive CGI"
"4","s4","(NT_002836.4 19248734-19250388)",0.473111782477341,0.109782051496537,0.377792010917688,18.7045738787168,1655,40.681691213616,101.71037311897,112.004464196745,100.603180864225,101.71037311897,112.004464196745,100.603180864225,104.772672726647,2.50015105283842,2.75319095286918,2.47293506889787,2.57542569153516,0.00127713920817369,0.799037006106791,0.86046511627907,0.490066225165563,1.46381251391151,"Sensitive CGI"
"5","s5","(NT_002836.4 21740221-21742136)",0.575156576200417,0.199458386847535,0.361879142035015,16.4028567919585,1916,43.7721372564786,205.601556414342,177.628826489396,268.745232515853,205.601556414342,268.745232515853,177.628826489396,217.325205139864,4.69708744651055,6.13964154734247,4.05803411993793,4.96492103793032,0.0943738656987296,0.732277157964353,0.71875,1.00877192982456,0.990526635617855,"Sensitive CGI"
"6","s6","(NT_002836.4 22835347-22836774)",0.496498599439776,0.102480437702671,0.251160612573863,8.98865387238267,1428,37.7888872553824,68.2495421230062,103.237590053236,78.1024967590665,78.1024967590665,103.237590053236,68.2495421230062,83.1965429784362,2.06681123556879,2.73195633826269,1.80607440652504,2.20161399345217,0.00987306064880113,0.659122379792771,0.69047619047619,0.623655913978495,1.04354385620273,"Sensitive CGI"
"7","s7","(NT_003545.2 756256-760387)",0.596321393998064,0.353692354171261,0.598477868741315,58.1264700754957,4132,64.2806347199528,673.866455612683,866.671794856623,964.696843573151,866.671794856623,964.696843573151,673.866455612683,835.078364680819,13.482626589367,15.0075811755124,10.4831954218945,12.9911343955913,-0.331168831168831,0.920355789722946,0.82016348773842,1.27004219409283,1.01174063972229,"Sensitive CGI"
"8","s8","(NT_003545.2 854975-856401)",0.550805886475123,0.109811037833748,0.261784127298215,9.69252641778061,1427,37.7756535350482,102.649890404228,42.0119030752,110.693269894786,102.649890404228,110.693269894786,42.0119030752,85.1183544580714,2.71735577808044,2.93028073735601,1.11214232299704,2.25325961281116,-0.0330788804071247,0.647459165154265,0.648148148148148,0.682926829268293,1.16323503682143,"Sensitive CGI"
"9","s9","(NT_003545.2 1017136-1019217)",0.576368876080692,0.296944973975768,0.608885517701631,33.8687724903044,2082,45.6289381861993,437.049196315472,374.897319275558,225.07776433935,374.897319275558,437.049196315472,225.07776433935,345.674759976793,8.21621835129505,9.57833369981113,4.93278549285694,7.57577918132104,-0.226666666666667,0.951063530734633,0.696428571428571,0.709090909090909,1.62342633548826,"Sensitive CGI"
"10","s10","(NT_002835.3 297286-298768)",0.460552933243425,0.147430190036018,0.311618182204588,10.7788380454191,1483,38.5097390279394,153.587108834042,130.602450206725,84.5990543682375,130.602450206725,153.587108834042,84.5990543682375,122.929537803002,3.39141353598815,3.98826667515489,2.19682232348704,3.19216751154336,-0.115666178623719,0.541325546227251,0.428571428571429,0.381818181818182,1.17652574033205,"Sensitive CGI"
"11","s11","(NT_002835.3 389981-391414)",0.588563458856346,0.187787970691613,0.337417578141509,10.8706888006234,1434,37.868192457523,190.078930973425,63.2455532033676,179.961106909243,179.961106909243,190.078930973425,63.2455532033676,144.428530362012,4.75230253229295,5.01948782442251,1.67014977739723,3.81398004470423,-0.0616113744075829,0.808306277056277,0.72463768115942,1.24223602484472,0.923806398950047,"Sensitive CGI"
"12","s12","(NT_002835.3 473197-474680)",0.686657681940701,0.40868702817889,0.706899212090346,24.8364769228146,1484,38.5227205685164,415.530985607572,174.522204890954,405.842333917988,405.842333917988,415.530985607572,174.522204890954,331.965174805505,10.5351420649577,10.7866469313482,4.53037070890538,8.61738656840375,0.169774288518155,0.553318419090231,0.61038961038961,0.979166666666667,1.19263144236042,"Sensitive CGI"
"13","s13","(NT_002835.3 1101487-1103181)",0.661356932153392,0.417730362313052,0.654894228943807,24.9210814920696,1695,41.1703777004778,455.790522060299,317.907219169367,438.781266692187,438.781266692187,455.790522060299,317.907219169367,404.159669307284,10.6576934971159,11.0708365460298,7.72174648195364,9.81675884169977,0.28278322925959,0.562970958835862,0.685714285714286,0.721804511278195,1.38502938276232,"Sensitive CGI"
"14","s14","(NT_002835.3 1680257-1681681)",0.642105263157895,0.31689708291065,0.53925268698604,17.0282322441108,1425,37.7491721763537,318.460358600564,141.240928912267,287.327339457978,287.327339457978,318.460358600564,141.240928912267,249.009542323603,7.61148716363007,8.43622098817969,3.74156360972442,6.59642392051139,0.12568306010929,0.463470873786408,0.485507246376812,0.582608695652174,1.37686943370862,"Sensitive CGI"
"15","s15","(NT_002835.3 1710450-1712127)",0.66865315852205,0.420944889459668,0.663493857513805,26.378776388415,1678,40.9633982965281,475.078940808788,298.804283771167,428.882268227541,428.882268227541,475.078940808788,298.804283771167,400.921830935832,10.4698898544238,11.5976447405501,7.29442126866932,9.78731862121441,0.258467023172906,0.639899760296361,0.658823529411765,0.817518248175182,1.42628646589485,"Sensitive CGI"
"16","s16","(NT_002835.3 1865795-1867783)",0.603821015585721,0.274144457494625,0.573306490008527,32.0304687404723,1989,44.5982062419555,385.093495141115,251.747889762755,292.658504062329,292.658504062329,385.093495141115,251.747889762755,309.833296322066,6.56211378714626,8.63473057754597,5.64479854631292,6.94721430366839,0.159034138218152,0.560233868214408,0.647058823529412,0.482926829268293,1.66815994894202,"Sensitive CGI"
"17","s17","(NT_002835.3 2077997-2079517)",0.541091387245233,0.174952901627852,0.366347548532523,15.6317407335004,1521,39,178.305916895654,166.111408398099,106.88779163216,166.111408398099,178.305916895654,106.88779163216,150.435038975304,4.25926688200254,4.57194658706806,2.74071260595281,3.85730869167447,0.0814094775212637,0.660085607276619,0.793478260869565,0.59349593495935,1.27999206346491,"Sensitive CGI"
"18","s18","(NT_002835.3 2112166-2114090)",0.611428571428571,0.365304891870185,0.579855259607868,26.67830912435,1925,43.8748219369606,425.018823112577,393.996192875007,398.287584541622,398.287584541622,425.018823112577,393.996192875007,405.767533509736,9.07781654621601,9.68707801762123,8.98000665258771,9.24830040547499,-0.333899745114698,0.744426751592357,0.748427672955975,0.662952646239554,1.5505384787974,"Sensitive CGI"
"19","s19","(NT_002835.3 2286418-2288635)",0.681159420289855,0.371306108504803,0.610686009532327,29.9331938447938,2208,46.9893604978829,574.282160614449,126.775391933924,571.202240891963,571.202240891963,574.282160614449,126.775391933924,424.086597813445,12.1559909485829,12.2215359930324,2.69795950808132,9.02516214989885,0.0837765957446809,0.699910067938775,0.732510288065844,1.37451737451737,1.07841369816515,"Sensitive CGI"
"20","s20","(NT_002835.3 2364595-2366958)",0.637213254035684,0.285909917480874,0.468721799096157,29.0637600533293,2354,48.5180378828328,471.631211859436,133.521533843796,461.202775360253,461.202775360253,471.631211859436,133.521533843796,355.451840354495,9.5058002237028,9.72073959376485,2.75199780680002,7.32617920808922,0.0253333333333333,0.749576172441336,0.748953974895398,0.959785522788204,1.36568408478657,"Sensitive CGI"
"21","s21","(NT_002835.3 2475023-2477222)",0.558636363636364,0.128107651012474,0.400652654199413,22.3859740895387,2200,46.9041575982343,198.88187448835,80.2122185206219,182.877007849538,182.877007849538,198.88187448835,80.2122185206219,153.990366952837,3.89895090784921,4.24017581110629,1.71013024490694,3.28308565462081,0.0528885272579333,0.777046585615874,0.796407185628742,0.591111111111111,1.65494552888883,"Sensitive CGI"
"22","s22","(NT_002835.3 2653007-2655508)",0.501998401278977,0.267511223302516,0.430027012903633,27.5487494044648,2502,50.0199960015992,100.657836257293,473.22299183366,462.501891888022,462.501891888022,473.22299183366,100.657836257293,345.460906659658,9.24634004115545,9.46067632269563,2.01235194529154,6.90645610304754,0.203821656050955,0.913428571428571,1.18965517241379,0.711340206185567,1.32702339162101,"Sensitive CGI"
"23","s23","(NT_002835.3 2716963-2718791)",0.65882996172772,0.385931639152735,0.661168346342537,27.977630398845,1829,42.7668095606862,462.040041554842,283.451935960931,452.133829745132,452.133829745132,462.040041554842,283.451935960931,399.208602420302,10.5720729320141,10.8037061052966,6.62784853190212,9.33454252307093,0.234854771784232,0.543926247288503,0.88695652173913,0.803149606299213,1.22828271077457,"Sensitive CGI"
"24","s24","(NT_002835.3 2732562-2734239)",0.66388557806913,0.339790462561282,0.525485669661402,18.7848634211165,1678,40.9633982965281,391.532884953486,106.282642044691,400.622016369545,391.532884953486,400.622016369545,106.282642044691,299.479181122574,9.55811532332442,9.77999953689146,2.59457580338738,7.31089688786775,-0.0897666068222621,0.616131977683112,0.591623036649215,0.907630522088353,1.33768104806178,"Sensitive CGI"
"25","s25","(NT_002835.3 2841396-2842933)",0.661248374512354,0.326045432120706,0.531280165382113,17.4248385932266,1538,39.2173431022552,351.863609939988,52.1727898429823,353.454381780733,351.863609939988,353.454381780733,52.1727898429823,252.496927187901,8.97214298843601,9.0127059566258,1.33034993489863,6.43839962665348,0.0108161258603736,0.559181873738116,0.643835616438356,0.8,1.36570085547595,"Sensitive CGI"
"26","s26","(NT_002835.3 2855101-2856552)",0.652892561983471,0.313287461504543,0.484206127616422,14.7247864479421,1452,38.1051177665153,314.413740157774,69.9714227381436,321.21021154378,314.413740157774,321.21021154378,69.9714227381436,235.198458146566,8.25122079622762,8.42958191369355,1.83627362515674,6.1723587783593,0.0632911392405063,0.635885885885886,0.710144927536232,0.890909090909091,1.34322333232415,"Sensitive CGI"
"27","s27","(NT_002835.3 2861362-2862966)",0.667289719626168,0.340706300759893,0.536321961150345,18.2760342452726,1605,40.0624512480203,383.208820357778,73,383.208820357778,383.208820357778,383.208820357778,73,279.805880238519,9.56528640709959,9.56528640709959,1.82215510349251,6.98424263923056,-0.0681605975723623,0.590429109968188,0.570652173913043,0.807692307692308,1.45931031588665,"Sensitive CGI"
"28","s28","(NT_002835.3 3132299-3134479)",0.520403484640073,0.168487431131607,0.386442230928892,26.5356067903935,2181,46.7011777153425,231.458419591943,252.105136798122,133.809566175218,231.458419591943,252.105136798122,133.809566175218,205.791040855094,4.95615808669218,5.39826079622184,2.86522894542032,4.40654927611145,0.212334801762115,0.851022319338224,0.764331210191083,0.571428571428571,1.52030963184747,"Sensitive CGI"
