"","Code","Sequences","G.C..","CV_N","CV_NN","CV_NNN","Length","Random.Walk","G.A","G.C","G.T","Median","Max","Min","AM","Sp.Median","Sp.Max","Sp.Min","Sp.AM","X.G.C...G.C.","CG.O.E","CG.GC","CG..TG.CA.","TG.CA.O.E","CpG.methylation"
"67","r67","(NT_003545.2 682430-684731)",0.639878366637706,0.287187287298211,0.497395238524037,24.8771198845445,2302,47.9791621435806,464.844059873846,105.650366776458,458.058948171521,458.058948171521,464.844059873846,105.650366776458,342.851124940608,9.54703933346629,9.68845721988166,2.20200524678385,7.14583393337726,0.0685675492192804,0.754709362416232,0.716599190283401,1.41035856573705,0.943929661310453,"Resistiant CGI"
"68","r68","(NT_003545.2 822395-823837)",0.704781704781705,0.43055983033993,0.6927138610989,21.8496225564511,1443,37.9868398264452,424.694007492453,135.517526541772,432.75974859037,424.694007492453,432.75974859037,135.517526541772,330.990427541532,11.1800299638717,11.3923598427131,3.5674861915581,8.71329199938099,0.130776794493609,0.760818414322251,0.827160493827161,2.11023622047244,0.8528051300188,"Resistiant CGI"
"69","r69","(NT_003545.2 1047902-1049365)",0.590163934426229,0.194757195488489,0.300029424947139,9.47235904817274,1464,38.262252939418,190.829767070025,76.1577310586391,197.686620690425,190.829767070025,197.686620690425,76.1577310586391,154.891372939696,4.9874158579259,5.16662259808458,1.9904141865149,4.04815088084179,0.0208333333333333,0.863286212830286,0.887096774193548,1.20218579234973,1.036273758964,"Resistiant CGI"
"70","r70","(NT_003545.2 1142956-1145447)",0.675361155698234,0.365352818935449,0.569808865807651,30.1655426096979,2492,49.9199358973947,639.413794033254,180.36074961033,622.539958556878,622.539958556878,639.413794033254,180.36074961033,480.771500733487,12.4707683887344,12.8087863603732,3.6130004249413,9.63085172468296,0.100415923945336,0.878088167741825,0.831649831649832,1.79636363636364,0.998838356675514,"Resistiant CGI"
"71","r71","(NT_003545.2 1275925-1277810)",0.576882290562036,0.158780229651764,0.297781953526636,12.6563657402115,1886,43.4281015012169,210.95023109729,52.8015151297763,205.883462181886,205.883462181886,210.95023109729,52.8015151297763,156.545069469651,4.74078891466431,4.85745919819633,1.21583751774866,3.6046952102031,-0.0441176470588235,0.951428764897075,0.861271676300578,1.5360824742268,0.841809313454813,"Resistiant CGI"
"72","r72","(NT_002835.3 158046-161231)",0.652542372881356,0.325783442779111,0.530565704441815,37.5208275495091,3186,56.4446631666803,708.289488839133,257.437371024488,713.711426278156,708.289488839133,713.711426278156,257.437371024488,559.812762047259,12.5483872008867,12.6444447754179,4.5608806321384,9.91790420281435,-0.123617123617124,0.922221553914861,0.919402985074627,1.91304347826087,0.893012615783962,"Resistiant CGI"
"73","r73","(NT_002835.3 391442-393133)",0.618794326241135,0.249109093343479,0.388479790263792,14.2617481725594,1692,41.1339276024063,284.850838159202,89.5879456177002,297.472687821924,284.850838159202,297.472687821924,89.5879456177002,223.970490532942,6.92496084771003,7.23180851333347,2.17795748763995,5.44490894956115,0.0468003820439351,0.860070505975455,0.73936170212766,1.29906542056075,1.0782204752546,"Resistiant CGI"
"74","r74","(NT_002835.3 508085-509942)",0.630785791173305,0.280538658373208,0.47410254601343,20.2407386228863,1858,43.1045241245046,367.961954555087,133.221619867047,344.308001649686,344.308001649686,367.961954555087,133.221619867047,281.830525357273,7.98774626661402,8.53650427719032,3.09066443889382,6.53830499423272,0.0665529010238908,0.80977550274223,0.772020725388601,1.46078431372549,0.933098314164172,"Resistiant CGI"
"75","r75","(NT_002835.3 521399-523051)",0.617664851784634,0.239823230022412,0.383905158140849,14.6299988118378,1653,40.6571027005122,277.800287976813,54.0092584655631,277.605835673532,277.605835673532,277.800287976813,54.0092584655631,203.138460705302,6.8279788089778,6.83276154779501,1.32840893418809,4.99638309698696,0.000979431929480901,0.786508576033153,0.716763005780347,1.1588785046729,1.096320309425,"Resistiant CGI"
"76","r76","(NT_002835.3 596448-599173)",0.689655172413793,0.3797641859478,0.626635028251237,37.4394824182974,2726,52.2111099288265,731.235940035773,35.7770876399966,731.935789533481,731.235940035773,731.935789533481,35.7770876399966,499.649605736417,14.005370524254,14.0187747498808,0.685238978615232,9.56979475091667,0.00851063829787234,0.826868401513917,0.850793650793651,2.12698412698413,0.864107956889698,"Resistiant CGI"
"77","r77","(NT_002835.3 743918-746243)",0.634995700773861,0.273783416083169,0.446926012273054,23.1873315357762,2326,48.22862220715,449.657647549778,74.6860093993514,444.713390848533,444.713390848533,449.657647549778,74.6860093993514,323.019015932554,9.2209433008145,9.32346036381514,1.54858268765304,6.69766211742756,0.045362220717671,0.867559622239371,0.818548387096774,1.57364341085271,0.95544601746241,"Resistiant CGI"
"78","r78","(NT_002835.3 839100-840858)",0.61910176236498,0.280997279926439,0.432451626220193,16.9465425008872,1759,41.9404339510215,349.057301886094,185.399568500037,296.804649559268,296.804649559268,349.057301886094,185.399568500037,277.087173315133,7.07681398589914,8.32269170828626,4.42054483071274,6.60668350829938,0.131313131313131,0.827074352708602,0.76536312849162,1.19650655021834,1.07919314564959,"Resistiant CGI"
"79","r79","(NT_002835.3 865543-867041)",0.639759839893262,0.280703326408674,0.444203713209363,14.1406077347961,1499,38.7169213652119,296.723777274421,27.2946881279124,297.087529189631,296.723777274421,297.087529189631,27.2946881279124,207.035331530655,7.66393005465136,7.67332522096067,0.704980849857482,5.34741204182317,-0.0281543274244004,0.776454047654284,0.843971631205674,1.43373493975904,0.961209227583863,"Resistiant CGI"
"80","r80","(NT_002835.3 972548-974376)",0.703663203936577,0.40740932882182,0.629235073155379,23.7696824281347,1829,42.7668095606862,526.901319034219,10.6301458127346,526.795026552074,526.795026552074,526.901319034219,10.6301458127346,354.775497133009,12.3178472269378,12.320332623516,0.248560646022717,8.29558016549217,0.00543900543900544,0.706723338485317,0.727272727272727,1.55339805825243,1.08018520376715,"Resistiant CGI"
"81","r81","(NT_002835.3 974194-975798)",0.712772585669782,0.438804039812014,0.692373704823433,23.2079119641207,1605,40.0624512480203,483.451135069512,121.49485585818,497.51884386423,483.451135069512,497.51884386423,121.49485585818,367.488278263974,12.0674377130981,12.4185821976836,3.03263659794617,9.17288550290927,0.0874125874125874,0.682170972391618,0.71875,1.6140350877193,1.05461455107169,"Resistiant CGI"
"82","r82","(NT_002835.3 1031958-1033740)",0.711721817162086,0.428788881058985,0.662096477782043,24.6478667227891,1783,42.2255846614348,537.562089437118,85.0940655980192,536.929231836003,536.929231836003,537.562089437118,85.0940655980192,386.52846229038,12.7157323253451,12.7307198644447,2.01522527823603,9.15389248934193,0.0669818754925138,0.742946325202603,0.826732673267327,1.78609625668449,1.02181408077768,"Resistiant CGI"
"83","r83","(NT_002835.3 1070778-1072793)",0.643353174603175,0.33433275626585,0.546057050981454,24.2416021219205,2016,44.8998886412873,431.566912540802,245.165250392465,456.00438594382,431.566912540802,456.00438594382,245.165250392465,377.578849625695,9.61175908449711,10.1560248754048,5.46026410780505,8.40934935590233,-0.185813415574402,0.729873507506797,0.738693467336683,1.39336492890995,0.923026848273512,"Resistiant CGI"
"84","r84","(NT_002835.3 1082093-1084166)",0.701542912246866,0.434313568178075,0.684635867887455,30.2590379060538,2074,45.5411901469428,630.474424540758,237.15395843207,598.030099576936,598.030099576936,630.474424540758,237.15395843207,488.552827516588,13.13163089606,13.844048047635,5.20746071121267,10.7277132183025,0.150515463917526,0.657564966574258,0.661290322580645,1.16725978647687,1.26615350857183,"Resistiant CGI"
"85","r85","(NT_002835.3 1187382-1188869)",0.686155913978495,0.388591982360379,0.630861564867169,19.8364159675456,1488,38.5746030439718,399.662357496925,117.106788872379,401.123422402632,399.662357496925,401.123422402632,117.106788872379,305.964189590645,10.3607639731598,10.3986403164119,3.03585207964129,7.93175212307102,-0.114593535749265,0.682706813692707,0.715151515151515,1.38011695906433,1.0686108579612,"Resistiant CGI"
"1","s1","(NT_002836.4  740746-742525)",0.557865168539326,0.134915704019255,0.325571488542446,14.8812683746212,1780,42.190046219458,150.950322954275,87.2811548961172,165.130251619744,150.950322954275,165.130251619744,87.2811548961172,134.453909823379,3.57786578779943,3.91396233037513,2.0687617748061,3.18686329766022,0.027190332326284,0.787642593269192,0.579787234042553,0.935622317596567,1.06445941610523,"Sensitive CGI"
"2","s2","(NT_002836.4 798428-799837)",0.594326241134752,0.190562506041502,0.344582860149765,10.6917023901715,1410,37.5499667110372,188.281703837627,26.8328157299975,189.805163259591,188.281703837627,189.805163259591,26.8328157299975,134.973227609072,5.01416433432643,5.05473585956072,0.714589601010497,3.59449659829922,0.0286396181384248,0.659115137073374,0.56551724137931,0.766355140186916,1.25974850119403,"Sensitive CGI"
"3","s3","(NT_002836.4 1099894-1101335)",0.643550624133148,0.337060437254666,0.54310936692268,16.5387801847657,1442,37.973675092095,329.539072038507,180.055546984812,308.577380894971,308.577380894971,329.539072038507,180.055546984812,272.723999972763,8.12608682584971,8.67809268497972,4.74158865445959,7.18192272176301,0.189655172413793,0.764242213999383,0.743243243243243,1.20879120879121,1.08519682434668,"Sensitive CGI"
"4","s4","(NT_002836.4 19248734-19250388)",0.473111782477341,0.109782051496537,0.377792010917688,18.7045738787168,1655,40.681691213616,101.71037311897,112.004464196745,100.603180864225,101.71037311897,112.004464196745,100.603180864225,104.772672726647,2.50015105283842,2.75319095286918,2.47293506889787,2.57542569153516,0.00127713920817369,0.799037006106791,0.86046511627907,0.490066225165563,1.46381251391151,"Sensitive CGI"
"5","s5","(NT_002836.4 21740221-21742136)",0.575156576200417,0.199458386847535,0.361879142035015,16.4028567919585,1916,43.7721372564786,205.601556414342,177.628826489396,268.745232515853,205.601556414342,268.745232515853,177.628826489396,217.325205139864,4.69708744651055,6.13964154734247,4.05803411993793,4.96492103793032,0.0943738656987296,0.732277157964353,0.71875,1.00877192982456,0.990526635617855,"Sensitive CGI"
"6","s6","(NT_002836.4 22835347-22836774)",0.496498599439776,0.102480437702671,0.251160612573863,8.98865387238267,1428,37.7888872553824,68.2495421230062,103.237590053236,78.1024967590665,78.1024967590665,103.237590053236,68.2495421230062,83.1965429784362,2.06681123556879,2.73195633826269,1.80607440652504,2.20161399345217,0.00987306064880113,0.659122379792771,0.69047619047619,0.623655913978495,1.04354385620273,"Sensitive CGI"
"7","s7","(NT_003545.2 756256-760387)",0.596321393998064,0.353692354171261,0.598477868741315,58.1264700754957,4132,64.2806347199528,673.866455612683,866.671794856623,964.696843573151,866.671794856623,964.696843573151,673.866455612683,835.078364680819,13.482626589367,15.0075811755124,10.4831954218945,12.9911343955913,-0.331168831168831,0.920355789722946,0.82016348773842,1.27004219409283,1.01174063972229,"Sensitive CGI"
"8","s8","(NT_003545.2 854975-856401)",0.550805886475123,0.109811037833748,0.261784127298215,9.69252641778061,1427,37.7756535350482,102.649890404228,42.0119030752,110.693269894786,102.649890404228,110.693269894786,42.0119030752,85.1183544580714,2.71735577808044,2.93028073735601,1.11214232299704,2.25325961281116,-0.0330788804071247,0.647459165154265,0.648148148148148,0.682926829268293,1.16323503682143,"Sensitive CGI"
"9","s9","(NT_003545.2 1017136-1019217)",0.576368876080692,0.296944973975768,0.608885517701631,33.8687724903044,2082,45.6289381861993,437.049196315472,374.897319275558,225.07776433935,374.897319275558,437.049196315472,225.07776433935,345.674759976793,8.21621835129505,9.57833369981113,4.93278549285694,7.57577918132104,-0.226666666666667,0.951063530734633,0.696428571428571,0.709090909090909,1.62342633548826,"Sensitive CGI"
"10","s10","(NT_002835.3 297286-298768)",0.460552933243425,0.147430190036018,0.311618182204588,10.7788380454191,1483,38.5097390279394,153.587108834042,130.602450206725,84.5990543682375,130.602450206725,153.587108834042,84.5990543682375,122.929537803002,3.39141353598815,3.98826667515489,2.19682232348704,3.19216751154336,-0.115666178623719,0.541325546227251,0.428571428571429,0.381818181818182,1.17652574033205,"Sensitive CGI"
"11","s11","(NT_002835.3 389981-391414)",0.588563458856346,0.187787970691613,0.337417578141509,10.8706888006234,1434,37.868192457523,190.078930973425,63.2455532033676,179.961106909243,179.961106909243,190.078930973425,63.2455532033676,144.428530362012,4.75230253229295,5.01948782442251,1.67014977739723,3.81398004470423,-0.0616113744075829,0.808306277056277,0.72463768115942,1.24223602484472,0.923806398950047,"Sensitive CGI"
"12","s12","(NT_002835.3 473197-474680)",0.686657681940701,0.40868702817889,0.706899212090346,24.8364769228146,1484,38.5227205685164,415.530985607572,174.522204890954,405.842333917988,405.842333917988,415.530985607572,174.522204890954,331.965174805505,10.5351420649577,10.7866469313482,4.53037070890538,8.61738656840375,0.169774288518155,0.553318419090231,0.61038961038961,0.979166666666667,1.19263144236042,"Sensitive CGI"
"13","s13","(NT_002835.3 1101487-1103181)",0.661356932153392,0.417730362313052,0.654894228943807,24.9210814920696,1695,41.1703777004778,455.790522060299,317.907219169367,438.781266692187,438.781266692187,455.790522060299,317.907219169367,404.159669307284,10.6576934971159,11.0708365460298,7.72174648195364,9.81675884169977,0.28278322925959,0.562970958835862,0.685714285714286,0.721804511278195,1.38502938276232,"Sensitive CGI"
"14","s14","(NT_002835.3 1680257-1681681)",0.642105263157895,0.31689708291065,0.53925268698604,17.0282322441108,1425,37.7491721763537,318.460358600564,141.240928912267,287.327339457978,287.327339457978,318.460358600564,141.240928912267,249.009542323603,7.61148716363007,8.43622098817969,3.74156360972442,6.59642392051139,0.12568306010929,0.463470873786408,0.485507246376812,0.582608695652174,1.37686943370862,"Sensitive CGI"
"15","s15","(NT_002835.3 1710450-1712127)",0.66865315852205,0.420944889459668,0.663493857513805,26.378776388415,1678,40.9633982965281,475.078940808788,298.804283771167,428.882268227541,428.882268227541,475.078940808788,298.804283771167,400.921830935832,10.4698898544238,11.5976447405501,7.29442126866932,9.78731862121441,0.258467023172906,0.639899760296361,0.658823529411765,0.817518248175182,1.42628646589485,"Sensitive CGI"
"16","s16","(NT_002835.3 1865795-1867783)",0.603821015585721,0.274144457494625,0.573306490008527,32.0304687404723,1989,44.5982062419555,385.093495141115,251.747889762755,292.658504062329,292.658504062329,385.093495141115,251.747889762755,309.833296322066,6.56211378714626,8.63473057754597,5.64479854631292,6.94721430366839,0.159034138218152,0.560233868214408,0.647058823529412,0.482926829268293,1.66815994894202,"Sensitive CGI"
"17","s17","(NT_002835.3 2077997-2079517)",0.541091387245233,0.174952901627852,0.366347548532523,15.6317407335004,1521,39,178.305916895654,166.111408398099,106.88779163216,166.111408398099,178.305916895654,106.88779163216,150.435038975304,4.25926688200254,4.57194658706806,2.74071260595281,3.85730869167447,0.0814094775212637,0.660085607276619,0.793478260869565,0.59349593495935,1.27999206346491,"Sensitive CGI"
"18","s18","(NT_002835.3 2112166-2114090)",0.611428571428571,0.365304891870185,0.579855259607868,26.67830912435,1925,43.8748219369606,425.018823112577,393.996192875007,398.287584541622,398.287584541622,425.018823112577,393.996192875007,405.767533509736,9.07781654621601,9.68707801762123,8.98000665258771,9.24830040547499,-0.333899745114698,0.744426751592357,0.748427672955975,0.662952646239554,1.5505384787974,"Sensitive CGI"
"19","s19","(NT_002835.3 2286418-2288635)",0.681159420289855,0.371306108504803,0.610686009532327,29.9331938447938,2208,46.9893604978829,574.282160614449,126.775391933924,571.202240891963,571.202240891963,574.282160614449,126.775391933924,424.086597813445,12.1559909485829,12.2215359930324,2.69795950808132,9.02516214989885,0.0837765957446809,0.699910067938775,0.732510288065844,1.37451737451737,1.07841369816515,"Sensitive CGI"
"20","s20","(NT_002835.3 2364595-2366958)",0.637213254035684,0.285909917480874,0.468721799096157,29.0637600533293,2354,48.5180378828328,471.631211859436,133.521533843796,461.202775360253,461.202775360253,471.631211859436,133.521533843796,355.451840354495,9.5058002237028,9.72073959376485,2.75199780680002,7.32617920808922,0.0253333333333333,0.749576172441336,0.748953974895398,0.959785522788204,1.36568408478657,"Sensitive CGI"
"21","s21","(NT_002835.3 2475023-2477222)",0.558636363636364,0.128107651012474,0.400652654199413,22.3859740895387,2200,46.9041575982343,198.88187448835,80.2122185206219,182.877007849538,182.877007849538,198.88187448835,80.2122185206219,153.990366952837,3.89895090784921,4.24017581110629,1.71013024490694,3.28308565462081,0.0528885272579333,0.777046585615874,0.796407185628742,0.591111111111111,1.65494552888883,"Sensitive CGI"
"22","s22","(NT_002835.3 2653007-2655508)",0.501998401278977,0.267511223302516,0.430027012903633,27.5487494044648,2502,50.0199960015992,100.657836257293,473.22299183366,462.501891888022,462.501891888022,473.22299183366,100.657836257293,345.460906659658,9.24634004115545,9.46067632269563,2.01235194529154,6.90645610304754,0.203821656050955,0.913428571428571,1.18965517241379,0.711340206185567,1.32702339162101,"Sensitive CGI"
"23","s23","(NT_002835.3 2716963-2718791)",0.65882996172772,0.385931639152735,0.661168346342537,27.977630398845,1829,42.7668095606862,462.040041554842,283.451935960931,452.133829745132,452.133829745132,462.040041554842,283.451935960931,399.208602420302,10.5720729320141,10.8037061052966,6.62784853190212,9.33454252307093,0.234854771784232,0.543926247288503,0.88695652173913,0.803149606299213,1.22828271077457,"Sensitive CGI"
"24","s24","(NT_002835.3 2732562-2734239)",0.66388557806913,0.339790462561282,0.525485669661402,18.7848634211165,1678,40.9633982965281,391.532884953486,106.282642044691,400.622016369545,391.532884953486,400.622016369545,106.282642044691,299.479181122574,9.55811532332442,9.77999953689146,2.59457580338738,7.31089688786775,-0.0897666068222621,0.616131977683112,0.591623036649215,0.907630522088353,1.33768104806178,"Sensitive CGI"
"25","s25","(NT_002835.3 2841396-2842933)",0.661248374512354,0.326045432120706,0.531280165382113,17.4248385932266,1538,39.2173431022552,351.863609939988,52.1727898429823,353.454381780733,351.863609939988,353.454381780733,52.1727898429823,252.496927187901,8.97214298843601,9.0127059566258,1.33034993489863,6.43839962665348,0.0108161258603736,0.559181873738116,0.643835616438356,0.8,1.36570085547595,"Sensitive CGI"
"26","s26","(NT_002835.3 2855101-2856552)",0.652892561983471,0.313287461504543,0.484206127616422,14.7247864479421,1452,38.1051177665153,314.413740157774,69.9714227381436,321.21021154378,314.413740157774,321.21021154378,69.9714227381436,235.198458146566,8.25122079622762,8.42958191369355,1.83627362515674,6.1723587783593,0.0632911392405063,0.635885885885886,0.710144927536232,0.890909090909091,1.34322333232415,"Sensitive CGI"
"27","s27","(NT_002835.3 2861362-2862966)",0.667289719626168,0.340706300759893,0.536321961150345,18.2760342452726,1605,40.0624512480203,383.208820357778,73,383.208820357778,383.208820357778,383.208820357778,73,279.805880238519,9.56528640709959,9.56528640709959,1.82215510349251,6.98424263923056,-0.0681605975723623,0.590429109968188,0.570652173913043,0.807692307692308,1.45931031588665,"Sensitive CGI"
"28","s28","(NT_002835.3 3132299-3134479)",0.520403484640073,0.168487431131607,0.386442230928892,26.5356067903935,2181,46.7011777153425,231.458419591943,252.105136798122,133.809566175218,231.458419591943,252.105136798122,133.809566175218,205.791040855094,4.95615808669218,5.39826079622184,2.86522894542032,4.40654927611145,0.212334801762115,0.851022319338224,0.764331210191083,0.571428571428571,1.52030963184747,"Sensitive CGI"
